Title;Front;Back
0100 Same Tree;"https://leetcode.com/problems/same-tree/description/

* algorithms
* Easy (49.44%)
* Total Accepted:    351.7K
* Total Submissions: 711.1K
* Testcase Example:  '[1,2,3]\n[1,2,3]'

Given two binary trees, write a function to check if they are the same or not.

Two binary trees are considered the same if they are structurally identical and the nodes have the same value.

Example 1:


Input:     1         1
          / \       / \
         2   3     2   3

        [1,2,3],   [1,2,3]

Output: true


Example 2:


Input:     1         1
          /           \
         2             2

        [1,2],     [1,null,2]

Output: false


Example 3:


Input:     1         1
          / \       / \
         2   1     1   2

        [1,2,1],   [1,1,2]

Output: false







";"
思路1：迭代的方式，注意这一行 `if (!a  != !b) return false;`，直接比较会导致比较两者的指针`a`和`b`。所以，先用`!`转换为bool值再比较。由于前面已经判断力 `if (!a && !b)` 所以这里也可以把 `if (!a != !b` 换成 `if (!a || !b)`，效果是一样的。

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    bool isSameTree(TreeNode* a, TreeNode* b) {
        queue<TreeNode*> p({a}), q({b});
        while (!p.empty() && !q.empty()) {
            a = p.front(); b = q.front(); p.pop(); q.pop();
            if (!a && !b) continue;
            if (!a != !b) return false;
            if (a->val != b->val) return false;
            p.push(a->left ); q.push(b->left );
            p.push(a->right); q.push(b->right);
        }
        return true;
    }
};
```

思路2：递归求解，简单多了。

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    bool isSameTree(TreeNode* a, TreeNode* b) {
        if (!a && !b) return true;
        if (!a || !b) return false;
        if (a->val != b->val) return false;
        bool left  = isSameTree(a->left , b->left );
        bool right = isSameTree(a->right, b->right);
        return left && right;
    }
};
```
"
0099 Recover Binary Search Tree;"https://leetcode.com/problems/recover-binary-search-tree/description/

* algorithms
* Hard (33.91%)
* Total Accepted:    111.6K
* Total Submissions: 329.1K
* Testcase Example:  '[1,3,null,null,2]'

Two elements of a binary search tree (BST) are swapped by mistake.

Recover the tree without changing its structure.

Example 1:


Input: [1,3,null,null,2]

   1
  /
 3
  \
   2

Output: [3,1,null,null,2]

   3
  /
 1
  \
   2


Example 2:


Input: [3,1,4,null,null,2]

  3
 / \
1   4
   /
  2

Output: [2,1,4,null,null,3]

  2
 / \
1   4
   /
  3


Follow up:


	A solution using O(n) space is pretty straight forward.
	Could you devise a constant space solution?







";"
思路：用morrisTraversal进行遍历，然后找出节点中的逆序，区分相邻和不相邻的情况，再交换回来。下面是我能想到的最简洁的方式了。

当节点出现逆序时，
    - 如果是相邻的情况，那么prev是第一个错误节点，curr是第二个错误节点。
    - 如果是不相邻的情况，那么第一次逆序prev是第一个错误节点，第二次逆序curr是第二个错误节点。通过first是不是为空来判断是第一次还是第二次逆序。
            

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    void recoverTree(TreeNode* root) {
        TreeNode *prev = NULL, *first = NULL, *second = NULL;
        morrisTraversal(root, [&](TreeNode *curr) {
            if (prev && prev->val > curr->val) {
                if (!first) first  = prev; 
                second = curr;
            }
            prev = curr;
        });
        swap(first->val, second->val);
    }
    
    void morrisTraversal(TreeNode *root, function<void(TreeNode*)> iterator) {
        TreeNode *prev, *curr = root;
        while (curr) {
            if (!curr->left) {
                iterator(curr);
                curr = curr->right;
            } else {
                prev = curr->left;
                while (prev->right && prev->right != curr) prev = prev->right;
                if (!prev->right) {
                    prev->right = curr;
                    curr = curr->left;
                } else {
                    iterator(curr);
                    prev->right = NULL;
                    curr = curr->right;
                }
            }   
        }
    }
};
```


"
0098 Validate Binary Search Tree;"https://leetcode.com/problems/validate-binary-search-tree/description/

* algorithms
* Medium (25.26%)
* Total Accepted:    362.7K
* Total Submissions: 1.4M
* Testcase Example:  '[2,1,3]'

Given a binary tree, determine if it is a valid binary search tree (BST).

Assume a BST is defined as follows:


	The left subtree of a node contains only nodes with keys less than the node's key.
	The right subtree of a node contains only nodes with keys greater than the node's key.
	Both the left and right subtrees must also be binary search trees.


Example 1:


Input:
    2
   / \
  1   3
Output: true


Example 2:


    5
   / \
  1   4
     / \
    3   6
Output: false
Explanation: The input is: [5,1,4,null,null,3,6]. The root node's value
             is 5 but its right child's value is 4.







";"
思路：需要每个节点满足 L < P < R，同时要注意R子树中的最小节点需要比P大，L子树中的最大节点需要比P小。

```cpp
class Solution {
public:
    bool isValidBST(TreeNode* root) {
        if (root == nullptr) return true;
        int min = INT_MAX, max = INT_MIN;
        return dfs(root, min, max);
    }
    
    bool dfs(TreeNode *node, int& min, int& max) {
        int lmax=INT_MIN, lmin=INT_MAX, rmax=INT_MIN, rmin=INT_MAX; bool result;
        if (node->left) {
            result = node->left->val < node->val && dfs(node->left, lmin, lmax);
            if (!result || lmax >= node->val) return false;
        }
        if (node->right) {
            result = node->right->val > node->val && dfs(node->right, rmin, rmax);
            if (!result || rmin <= node->val) return false;
        }
        max = std::max(node->val, rmax); 
        min = std::min(node->val, lmin);
        return true;
    }
};
```


"
0097 Interleaving String;"https://leetcode.com/problems/interleaving-string/description/

* algorithms
* Hard (27.33%)
* Total Accepted:    104.8K
* Total Submissions: 383.5K
* Testcase Example:  '""aabcc""\n""dbbca""\n""aadbbcbcac""'

Given s1, s2, s3, find whether s3 is formed by the interleaving of s1 and s2.

Example 1:


Input: s1 = ""aabcc"", s2 = ""dbbca"", s3 = ""aadbbcbcac""
Output: true


Example 2:


Input: s1 = ""aabcc"", s2 = ""dbbca"", s3 = ""aadbbbaccc""
Output: false







";"
思路：动态规划，f[i][j]表示s1[i,len1]和s2[j,len2]能否interleave字符串s3[i+j,len3]。所以，`f[i][j] = (f[i+1][j]&&s1[i]==s3[i+j]) || (f[i][j+1]&&s2[j]==s3[i+j])`。

```cpp
class Solution {
public:
    bool isInterleave(string& s1, string& s2, string& s3) {
        const size_t len1=s1.length(), len2=s2.length(), len3=s3.length();
        if (len1+len2 != len3) return false;
        vector<vector<int>> f(len1+1, vector<int>(len2+1, 0));
        f[len1][len2] = 1;
        for (int i=len1; i>=0; --i) for (int j=len2; j>=0; --j) {
            int k = i + j;
            f[i][j] = (i<len1&&s1[i]==s3[k]&&f[i+1][j]) || (j<len2&&s2[j]==s3[k]&&f[i][j+1]) || f[i][j];
        }
        return f[0][0];
    }
};
```


"
0096 Unique Binary Search Trees;"https://leetcode.com/problems/unique-binary-search-trees/description/

* algorithms
* Medium (45.17%)
* Total Accepted:    186.4K
* Total Submissions: 412.4K
* Testcase Example:  '3'

Given n, how many structurally unique BST's (binary search trees) that store values 1 ... n?

Example:


Input: 3
Output: 5
Explanation:
Given n = 3, there are a total of 5 unique BST's:

   1         3     3      2      1
    \       /     /      / \      \
     3     2     1      1   3      2
    /     /       \                 \
   2     1         2                 3








";"
思路：一遍过，感觉越来越顺手了，f[n]表示第n个数的BST数，已知`f[0] == 1, f[1] == 1, f[2] == 3`, 推 `f[3] = f[0]*f[2] + f[1]*f[1] + f[2]*f[0]`，再推 `f[4] = f[0]*f[3] + f[1]*f[2] + f[2]*f[1] + f[3]*f[0]`。就是分别把左子树的所有可能乘以右子树的所有可能，再遍历左子树和右子树的各种节点数组合即可。

```cpp
class Solution {
public:
    int numTrees(int n) {
        static vector<int> f = {1, 1, 2};
        for (int i=f.size(); i<=n; i++) {
            f.push_back(0); 
            for (int j=0; j<i; j++) f.back() += f[j]*f[i-1-j];
        }
        return f[n];
    }
};
```


"
0095 Unique Binary Search Trees II;"https://leetcode.com/problems/unique-binary-search-trees-ii/description/

* algorithms
* Medium (34.84%)
* Total Accepted:    129.2K
* Total Submissions: 370.7K
* Testcase Example:  '3'

Given an integer n, generate all structurally unique BST's (binary search trees) that store values 1 ... n.

Example:


Input: 3
Output:
[
  [1,null,3,2],
  [3,2,null,1],
  [3,1,null,null,2],
  [2,1,3],
  [1,null,2,null,3]
]
Explanation:
The above output corresponds to the 5 unique BST's shown below:

   1         3     3      2      1
    \       /     /      / \      \
     3     2     1      1   3      2
    /     /       \                 \
   2     1         2                 3







";"
思路：分别生成左右子树，然后和当前节点进行组合，left * 1 * right，这里利用了题目没有说明不能复用节点的这一点。所以，其实很多结果的左右子树是重复利用的，这样做其实有瑕疵。应该还有一种做法是，枚举生成左右子树的数组，然后每次生成新树时，进行拷贝。最后根据数组生成树才对。

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    vector<TreeNode*> generateTrees(int n) {
        vector<TreeNode*> result; if (n == 0) return result;
        vector<int> nums; for (int i=1; i<=n; i++) nums.push_back(i);
        dfs(nums, 0, n, result);
        return move(result);
    }

    void dfs(const vector<int> &nums, int begin, int len, vector<TreeNode*> &result) {
        if (len == 0) { result.push_back(new TreeNode(      0    )); return; }
        if (len == 1) { result.push_back(new TreeNode(nums[begin])); return; }
        for (int i=0; i<len; i++) {
            vector<TreeNode*> left, right;
            dfs(nums, begin    , i      , left );
            dfs(nums, begin+i+1, len-1-i, right);
            for (auto l : left) for (auto r : right) {
                auto n = new TreeNode(nums[begin+i]);
                (l->val) && (n->left =l); 
                (r->val) && (n->right=r);
                result.push_back(n);
            }
        }
    }
};
```


"
0094 Binary Tree Inorder Traversal;"https://leetcode.com/problems/binary-tree-inorder-traversal/description/

* algorithms
* Medium (55.15%)
* Total Accepted:    414.9K
* Total Submissions: 751.9K
* Testcase Example:  '[1,null,2,3]'

Given a binary tree, return the inorder traversal of its nodes' values.

Example:


Input: [1,null,2,3]
   1
    \
     2
    /
   3

Output: [1,3,2]

Follow up: Recursive solution is trivial, could you do it iteratively?






";"
递归遍历

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    vector<int> inorderTraversal(TreeNode* root) {
        vector<int> result; if (root == NULL) return result;
        inorderTraversal(root, result);
        return move(result);
    }
    
    void inorderTraversal(TreeNode *node, vector<int> &result) {
        if (!node) return;
        inorderTraversal(node->left , result);
        result.push_back(node->val);
        inorderTraversal(node->right, result);
    }
};
```


循环遍历，利用栈，先遍历完左子节点，压入当前值，用p记录右子节点。

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    vector<int> inorderTraversal(TreeNode* root) {
        vector<int> result; if (root == NULL) return result;
        stack<TreeNode*> s; TreeNode *p = root, *t;
        while (!s.empty() || p != NULL) {
            while (p) { s.push(p); p = p->left; }
            t = s.top(); result.push_back(t->val); s.pop();
            p = t->right;
        }
        return move(result);
    }
};
```

Morris遍历，参考：https://www.geeksforgeeks.org/inorder-tree-traversal-without-recursion-and-without-stack/

```cpp
/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode(int x) : val(x), left(NULL), right(NULL) {}
 * };
 */
class Solution {
public:
    vector<int> inorderTraversal(TreeNode* root) {
        vector<int> result; 
        morrisTravesal(root, result);
        return move(result);
    }
    
    void morrisTravesal(TreeNode *root, vector<int> &result) {
        TreeNode *prev, *curr = root;
        while (curr) {
            if (!curr->left) {      // curr's left is null, so it can be push to the result.
                result.push_back(curr->val);
                curr = curr->right;
            } else {               
                // before curr go to left, find a way back, or we back from a rightmost index.
                prev = curr->left; while (prev->right && prev->right != curr) prev = prev->right;
                if (!prev->right) { // make a index form the rightmost to curr.
                    prev->right = curr; 
                    curr = curr->left; 
                } else {            // prev->right == curr, means curr was just backed from a rightmost, recover the index.
                    result.push_back(curr->val);
                    prev->right = NULL;
                    curr = curr->right;
                }
            }
        }
    }
};
```


"
0093 Restore IP Addresses;"https://leetcode.com/problems/restore-ip-addresses/description/

* algorithms
* Medium (30.75%)
* Total Accepted:    130.9K
* Total Submissions: 425.6K
* Testcase Example:  '""25525511135""'

Given a string containing only digits, restore it by returning all possible valid IP address combinations.

Example:


Input: ""25525511135""
Output: [""255.255.11.135"", ""255.255.111.35""]







";"
思路：深搜，具体看代码。需要注意 1.每个component必须小于255 2.component连续两次出现0则无效 3.剪枝：当剩余的字符数比剩余的component最大可能长度还多则无效，可以防止非常长的字符串导致搜索变慢的情况。 

```cpp
class Solution {
public:
    vector<string> restoreIpAddresses(string& s) {
        vector<string> result, ip;
        dfs(s, ip, 0, result);
        return move(result);
    }
    
    void dfs(string& s, vector<string>& ip, int l, vector<string>& result) {
        int n=0, h=l, len=s.length();
        if (l==len || (len-l)>(4-ip.size())*3) return ;
        if (ip.size() == 3) {
            while (h<len) { n = n*10 + s[h++] - '0'; if (n == 0) break; }
            if (h!=len || n>255) return ;
            string ss; for (int i=0; i<3; i++) ss.append(ip[i]).push_back('.'); ss.append(s.substr(l));
            result.push_back(move(ss));
            return ;
        }
        while (h < len) {
            n = n * 10 + s[h] - '0';
            if (n > 255) return ;
            ip.push_back(s.substr(l, h-l+1)); dfs(s, ip, h+1, result); ip.pop_back();
            if (n == 0) return ;
            h++;
        }
    }
};
```



"
0092 Reverse Linked List II;"https://leetcode.com/problems/reverse-linked-list-ii/description/

* algorithms
* Medium (34.10%)
* Total Accepted:    180.4K
* Total Submissions: 528.8K
* Testcase Example:  '[1,2,3,4,5]\n2\n4'

Reverse a linked list from position m to n. Do it in one-pass.

Note: 1 ≤ m ≤ n ≤ length of list.

Example:


Input: 1->2->3->4->5->NULL, m = 2, n = 4
Output: 1->4->3->2->5->NULL








";"
思路：细节题，用p q标记截断位置，用a b c进行反转，最后将p q赋值为相应的值，注意结束状态时 a b c 的位置，是 `p->next = a; q->next = b` 而不是 `p->next = b; q->next = c`。因为每次反转后，都会移动a b c到下一个位置。


```cpp
/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     ListNode *next;
 *     ListNode(int x) : val(x), next(NULL) {}
 * };
 */
class Solution {
public:
    ListNode* reverseBetween(ListNode* head, int m, int n) {
        if (m == n) return head;
        ListNode dummy(0), *p = &dummy, *q; dummy.next = head;
        for (int i=0; i<m-1; i++) p = p->next; q = p->next;
        ListNode *a=q,  *b=a->next, *c=b->next;
        for (int i=0; i<n-m; i++) {
            b->next = a; a = b; b = c; 
            if (c) c = c->next;
        }
        p->next = a; q->next = b;
        return dummy.next;
    }
};
```


"
0091 Decode Ways;"https://leetcode.com/problems/decode-ways/description/

* algorithms
* Medium (21.91%)
* Total Accepted:    240K
* Total Submissions: 1.1M
* Testcase Example:  '""12""'

A message containing letters from A-Z is being encoded to numbers using the following mapping:


'A' -> 1
'B' -> 2
...
'Z' -> 26


Given a non-empty string containing only digits, determine the total number of ways to decode it.

Example 1:


Input: ""12""
Output: 2
Explanation: It could be decoded as ""AB"" (1 2) or ""L"" (12).


Example 2:


Input: ""226""
Output: 3
Explanation: It could be decoded as ""BZ"" (2 26), ""VF"" (22 6), or ""BBF"" (2 2 6).






";"
思路：f[i] = f[i-1] + f[i-2]，也可以写成c = b + a，只要s[i]不为0，b就可以和s[i]组合。而a则需要s[i-1]s[i]组成的数字小于26。
* 使用a b b的形式，而不使用a b c的形式，可以避免判断返回b还是c。

```cpp
class Solution {
public:
    int numDecodings(string s) {
        if (s.empty() || s[0] == '0') return 0; 
        int a=1, b=1;
        for (int i=1; i<s.length(); i++) {
            int tmp = b;
            if (s[i] == '0')                             b = 0;
            if (s[i-1]=='1' || (s[i-1]=='2'&&s[i]<='6')) b += a;
            a = tmp;
        }
        return b;
    }
};
```


"
0090 Subsets II;"https://leetcode.com/problems/subsets-ii/description/

* algorithms
* Medium (41.50%)
* Total Accepted:    189.9K
* Total Submissions: 457.4K
* Testcase Example:  '[1,2,2]'

Given a collection of integers that might contain duplicates, nums, return all possible subsets (the power set).

Note: The solution set must not contain duplicate subsets.

Example:


Input: [1,2,2]
Output:
[
  [2],
  [1],
  [1,2,2],
  [2,2],
  [1,2],
  []
]







";"
思路：

```py
        1       2        2
[-,-,-] [-,-,-] [-,-,-]  [-,-,-]
                         [-,-,2] # 用先空后压的方式，保证对重复数字的去重。
                [-,2,-]  [-,2,-] # 当前是2，且上一次压入的是2，剪枝
                         [-,2,2]
        [1,-,-] [1,-,-]  [1,-,-]
                         [1,-,2] # 用先空后压的方式，保证对重复数字的去重。
                [1,2,-]  [1,2,-] # 当前是2，且上一次压入的是2，剪枝
                         [1,2,2]
```

通过 `path.back != nums[i]` 来保证一旦出现了一个重复字符，后续必须全部出现重复字符 即 `[a, a, a] [-, a, a] [-, -, a]`，从而避免类似`[a, -, -], [a, -, a] ...` 这类情况。保证子集的重复字符的唯一性。

```cpp
class Solution {
public:
    vector<vector<int>> subsetsWithDup(vector<int>& nums) {
        vector<vector<int>> result; vector<int> path;
        sort(begin(nums), end(nums));
        dfs(nums, 0, path, result);
        return move(result);
    }

    void dfs(vector<int> &nums, int p, vector<int> &path, vector<vector<int>> &result) {
        if (p == nums.size()) { result.push_back(path); return; }
        if (path.empty() || path.back()!=nums[p]) dfs(nums, p+1, path, result);
        path.push_back(nums[p]);
        dfs(nums, p+1, path, result);
        path.pop_back();
    }
};
```


"
0089 Gray Code;"https://leetcode.com/problems/gray-code/description/

* algorithms
* Medium (44.98%)
* Total Accepted:    127.3K
* Total Submissions: 283K
* Testcase Example:  '2'

The gray code is a binary numeral system where two successive values differ in only one bit.

Given a non-negative integer n representing the total number of bits in the code, print the sequence of gray code. A gray code sequence must begin with 0.

Example 1:


Input: 2
Output: [0,1,3,2]
Explanation:
00 - 0
01 - 1
11 - 3
10 - 2

For a given n, a gray code sequence may not be uniquely defined.
For example, [0,2,3,1] is also a valid gray code sequence.

00 - 0
10 - 2
11 - 3
01 - 1


Example 2:


Input: 0
Output: [0]
Explanation: We define the gray code sequence to begin with 0.
             A gray code sequence of n has size = 2n, which for n = 0 the size is 20 = 1.
             Therefore, for n = 0 the gray code sequence is [0].








";"
思路：[] -> [0, 1] -> [00, 01, 11, 10] -> [000, 001, 011, 010, 110, 111, 101, 100]

把当前数组倒序并首位插入1，然后追加到result中。

```cpp
class Solution {
public:
    vector<int> grayCode(int n) {
        vector<int> r = {0};
        for (int i=0; i<n; i++) {
            int j = r.size() - 1;
            while (j >= 0) r.push_back(r[j--] + (1<<i));
        }
        return move(r);
    }
};
```


"
0088 Merge Sorted Array;"https://leetcode.com/problems/merge-sorted-array/description/

* algorithms
* Easy (34.91%)
* Total Accepted:    332.8K
* Total Submissions: 953.1K
* Testcase Example:  '[1,2,3,0,0,0]\n3\n[2,5,6]\n3'

Given two sorted integer arrays nums1 and nums2, merge nums2 into nums1 as one sorted array.

Note:


	The number of elements initialized in nums1 and nums2 are m and n respectively.
	You may assume that nums1 has enough space (size that is greater or equal to m + n) to hold additional elements from nums2.


Example:


Input:
nums1 = [1,2,3,0,0,0], m = 3
nums2 = [2,5,6],       n = 3

Output: [1,2,2,3,5,6]








";"
思路：从最后的数值往前merge，这样可以保证数据有地方存放数据，而且大小正合适。

```cpp
class Solution {
public:
    void merge(vector<int>& nums1, int m, vector<int>& nums2, int n) {
        int i = m-1, j=n-1, k = nums1.size()-1;
        while (i >= 0 && j >= 0) {
            if (nums1[i] > nums2[j]) {
                nums1[k--] = nums1[i--];
            } else {
                nums1[k--] = nums2[j--];
            }
        }
        while (j >= 0) nums1[k--] = nums2[j--];
    }
};
```


"
0087 Scramble String;"https://leetcode.com/problems/scramble-string/description/

* algorithms
* Hard (31.12%)
* Total Accepted:    86.6K
* Total Submissions: 278.1K
* Testcase Example:  '""great""\n""rgeat""'

Given a string s1, we may represent it as a binary tree by partitioning it to two non-empty substrings recursively.

Below is one possible representation of s1 = ""great"":


    great
   /    \
  gr    eat
 / \    /  \
g   r  e   at
           / \
          a   t


To scramble the string, we may choose any non-leaf node and swap its two children.

For example, if we choose the node ""gr"" and swap its two children, it produces a scrambled string ""rgeat"".


    rgeat
   /    \
  rg    eat
 / \    /  \
r   g  e   at
           / \
          a   t


We say that ""rgeat"" is a scrambled string of ""great"".

Similarly, if we continue to swap the children of nodes ""eat"" and ""at"", it produces a scrambled string ""rgtae"".


    rgtae
   /    \
  rg    tae
 / \    /  \
r   g  ta  e
       / \
      t   a


We say that ""rgtae"" is a scrambled string of ""great"".

Given two strings s1 and s2 of the same length, determine if s2 is a scrambled string of s1.

Example 1:


Input: s1 = ""great"", s2 = ""rgeat""
Output: true


Example 2:


Input: s1 = ""abcde"", s2 = ""caebd""
Output: false






";"
思路：分治，great按照位置2分成gr和eat后，gr和eat与s2的两部分刚好也能形成scramble，所以遍历位置，递归求解子串就可以了。由于可以反转，所以每个位置需要搜索两次，一次[0,i) [i,n), 一次[0, n-i) [n-i, n)。i1和i2表示s1和s2的起始位置，l表示子串的长度。

中间t[26]是用来判断字符串的各个字符数是不是相等的，可以加速判断，否则会超时。

```cpp
class Solution {
public:
    bool isScramble(string s1, string s2) {
        return dfs(s1, s2, 0, 0, s1.length());
    }

    bool dfs(const string &s1, const string &s2, int i1, int i2, int l) {
        if (l==1 && s1[i1]==s2[i2]) return true;
        int t[26] = {0};
        for (int i=0; i<l ; i++) { t[s1[i1+i]-'a']++; t[s2[i2+i]-'a']--; }
        for (int i=0; i<26; i++) if (t[i] != 0) return false;
        for (int i=1; i<l ; i++) {
            if (dfs(s1, s2, i1, i2    , i) && dfs(s1, s2, i1+i, i2+i, l-i)) return true;
            if (dfs(s1, s2, i1, i2+l-i, i) && dfs(s1, s2, i1+i, i2  , l-i)) return true;
        }
        return false;
    }
};
```


"
0086 Partition List;"https://leetcode.com/problems/partition-list/description/

* algorithms
* Medium (36.37%)
* Total Accepted:    153.8K
* Total Submissions: 422.8K
* Testcase Example:  '[1,4,3,2,5,2]\n3'

Given a linked list and a value x, partition it such that all nodes less than x come before nodes greater than or equal to x.

You should preserve the original relative order of the nodes in each of the two partitions.

Example:


Input: head = 1->4->3->2->5->2, x = 3
Output: 1->2->2->4->3->5







";"
思路：i的左边(不包括i)是已经处理完成的节点，j->next的右边（包括j）都是还未处理的节点，要分成三种情况，

* val小于x且i和j不指向同一个节点，则将j->next节点移动插入到i->next
* val小于x且i和j指向同一个节点，直接移动i和j到下一个节点即可。
* val大于x，则j移动到下一个节点。

```cpp
/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     ListNode *next;
 *     ListNode(int x) : val(x), next(NULL) {}
 * };
 */
class Solution {
public:
    ListNode* partition(ListNode* head, int x) {
        ListNode dummy(INT_MAX), *i=&dummy, *j=&dummy; dummy.next = head;
        while (j->next) {
            if (j->next->val < x && i != j) {
                auto t = j->next; j->next = j->next->next;
                t->next = i->next; i->next = t; i = i->next;
            } else if (j->next->val < x && i == j) {
                i = i->next; j = j->next;
            } else {
                j = j->next;
            }
        }
        return dummy.next;
    }
};
```


"
0085 Maximal Rectangle;"https://leetcode.com/problems/maximal-rectangle/description/

* algorithms
* Hard (32.44%)
* Total Accepted:    112.4K
* Total Submissions: 346.5K
* Testcase Example:  '[[""1"",""0"",""1"",""0"",""0""],[""1"",""0"",""1"",""1"",""1""],[""1"",""1"",""1"",""1"",""1""],[""1"",""0"",""0"",""1"",""0""]]'

Given a 2D binary matrix filled with 0's and 1's, find the largest rectangle containing only 1's and return its area.

Example:


Input:
[
  [""1"",""0"",""1"",""0"",""0""],
  [""1"",""0"",""1"",""1"",""1""],
  [""1"",""1"",""1"",""1"",""1""],
  [""1"",""0"",""0"",""1"",""0""]
]
Output: 6







";"
思路：接上一题，按行遍历，每行用数组f存储每列1的高度，然后计算最大直方图面积。

```cpp
class Solution {
public:
    int maximalRectangle(vector<vector<char>>& matrix) {
        if (matrix.empty()) return 0;
        const int ROW=matrix.size(), COL=matrix[0].size();
        vector<int> f(COL, 0); int j=0, result=0; stack<int> s;
        for (int i=0; i<ROW; ++i) {
            for (j=0; j<COL; ++j) matrix[i][j]=='1' ? f[j]++ : f[j]=0;
            j = 0;
            while (j<COL || !s.empty()) {
                if (j<COL && (s.empty() || f[s.top()]<=f[j])) {
                    s.push(j++);
                } else {
                    int h = f[s.top()]; s.pop();
                    int l = s.empty() ? 0 : s.top() + 1;
                    result = max(result, h*(j-l));
                }
            }
        }
        return result;
    }
};
```


"
0084 Largest Rectangle in Histogram;"https://leetcode.com/problems/largest-rectangle-in-histogram/description/

* algorithms
* Hard (30.30%)
* Total Accepted:    159.7K
* Total Submissions: 527K
* Testcase Example:  '[2,1,5,6,2,3]'

Given n non-negative integers representing the histogram's bar height where the width of each bar is 1, find the area of largest rectangle in the histogram.

 


Above is a histogram where width of each bar is 1, given height = [2,1,5,6,2,3].

 


The largest rectangle is shown in the shaded area, which has area = 10 unit.

 

Example:


Input: [2,1,5,6,2,3]
Output: 10








";"
思路：使用栈，遍历数组，如果比top大则压入并继续遍历，如果比top小，则弹出top计算面积直到top比当前元素小时为止。

```cpp
class Solution {
public:
    int largestRectangleArea(vector<int>& heights) {
        stack<int> s; int i=0; int result=0, len=heights.size();
        while (i<len || !s.empty()) {
            if (i<len && (s.empty()||heights[s.top()]<=heights[i])) s.push(i++);
            else {
                int h = heights[s.top()]; s.pop();
                int l = s.empty() ? 0 : s.top()+1;
                result = max(result, (i-l)*h);
            }
        }
        return result;
    }
};
```


"
0083 Remove Duplicates from Sorted List;"https://leetcode.com/problems/remove-duplicates-from-sorted-list/description/

* algorithms
* Easy (41.94%)
* Total Accepted:    303.9K
* Total Submissions: 724.6K
* Testcase Example:  '[1,1,2]'

Given a sorted linked list, delete all duplicates such that each element appear only once.

Example 1:


Input: 1->1->2
Output: 1->2


Example 2:


Input: 1->1->2->3->3
Output: 1->2->3







";"
思路：比较简单，判断当前和下一个数据是否相等，相等的话移除下一个节点就可以了。

```cpp
/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     ListNode *next;
 *     ListNode(int x) : val(x), next(NULL) {}
 * };
 */
class Solution {
public:
    ListNode* deleteDuplicates(ListNode* head) {
        ListNode *p = head;
        while (p) {
            if (p->next && p->val == p->next->val) {
                auto t = p->next;
                p->next = p->next->next;
                delete t;
            } else {
                p = p->next;
            }
        }
        return head;
    }
};
```


"
